response_id,questionnaire_id,started_at,finished_at,duration_seconds,completed,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
R2026060311501513463200233,elder_digital_2026,2026-05-23 03:03:19,2026-05-23 03:09:50,391.1,1,70_79,female,with_children,junior,no,,,,,,,,,ask_friends,voice_assist,3,yes,eager,3,语音功能很需要
R2026060311501513569900235,elder_digital_2026,2026-05-29 23:59:58,2026-05-30 00:06:20,382.3,0,above_80,male,alone,primary,yes,1_3,forget_steps|fear_scam,yes,rarely,yes,2,no,4,self_explore,voice_assist|bigger_font,4,yes,willing,0,
R2026060311501513676700237,elder_digital_2026,2026-05-31 01:56:00,2026-05-31 02:00:18,258.0,1,60_69,female,alone,senior,yes,lt1,forget_steps|too_complex,no,daily,no,,no,5,ask_children,simpler|human_help|bigger_font,3,yes,willing,1,操作能再简单点就好
R2026060311501513851400239,elder_digital_2026,2026-05-20 22:41:23,2026-05-20 22:43:55,152.3,0,70_79,female,institution,college,yes,gt5,misclick,no,often,yes,5,no,4,self_explore,bigger_font,2,no,resist,2,希望字体更大一些
R2026060311501514043400241,elder_digital_2026,2026-05-25 08:02:47,2026-05-25 08:04:55,128.1,1,70_79,male,with_children,junior,yes,3_5,none,yes,often,no,,no,3,ask_children,anti_scam|bigger_font|simpler,2,yes,eager,2,语音功能很需要
R2026060311501514171900243,elder_digital_2026,2026-05-26 05:40:06,2026-05-26 05:45:01,294.8,1,70_79,male,alone,primary,no,,,,,,,,,self_explore,anti_scam|voice_assist,2,yes,resist,0,语音功能很需要
R2026060311501514288600245,elder_digital_2026,2026-05-28 21:37:07,2026-05-28 21:44:44,457.2,0,above_80,male,with_children,primary,yes,lt1,misclick|fear_scam,yes,daily,yes,4,no,5,ask_friends,voice_assist|anti_scam,5,no,willing,5,挺好的没什么意见
R2026060311501514403000247,elder_digital_2026,2026-06-01 22:43:59,2026-06-01 22:47:42,222.6,1,70_79,female,with_children,college,no,,,,,,,,,ask_children,human_help,1,no,reluctant,4,
R2026060311501514522400249,elder_digital_2026,2026-05-26 12:55:37,2026-05-26 13:01:56,379.3,1,60_69,male,institution,college,yes,3_5,forget_steps,no,often,yes,4,yes,4,ask_friends,human_help,5,no,eager,0,挺好的没什么意见
R2026060311501514632100251,elder_digital_2026,2026-05-28 08:35:41,2026-05-28 08:44:07,505.2,1,60_69,male,with_spouse,senior,no,,,,,,,,,ask_children,simpler|human_help|voice_assist,4,no,resist,2,操作能再简单点就好
R2026060311501514739800253,elder_digital_2026,2026-05-28 07:41:02,2026-05-28 07:50:10,548.0,1,above_80,male,with_children,primary,no,,,,,,,,,give_up,bigger_font|voice_assist,3,no,eager,0,希望有人能教教我们
R2026060311501514853300255,elder_digital_2026,2026-05-25 16:47:31,2026-05-25 16:50:59,208.4,1,70_79,female,with_children,college,yes,1_3,misclick|font_small,yes,daily,yes,4,yes,3,ask_friends,voice_assist,5,yes,eager,4,担心被骗
R2026060311501514978200257,elder_digital_2026,2026-05-21 14:05:37,2026-05-21 14:08:57,200.2,0,below_60,female,alone,college,yes,lt1,font_small|misclick|too_complex,yes,daily,yes,3,no,5,self_explore,simpler|anti_scam,3,yes,eager,4,挺好的没什么意见
R2026060311501515103800259,elder_digital_2026,2026-05-25 08:57:11,2026-05-25 09:00:37,205.5,1,70_79,male,with_children,senior,no,,,,,,,,,ask_friends,human_help|simpler|anti_scam,4,no,eager,0,
R2026060311501515220200261,elder_digital_2026,2026-05-30 10:16:46,2026-05-30 10:26:33,586.9,1,below_60,male,with_children,senior,yes,3_5,forget_steps,no,daily,yes,1,yes,2,self_explore,voice_assist|simpler|bigger_font,3,no,resist,2,挺好的没什么意见
R2026060311501515336500263,elder_digital_2026,2026-05-23 14:30:18,2026-05-23 14:34:10,232.5,1,above_80,female,alone,junior,no,,,,,,,,,give_up,simpler,1,yes,reluctant,4,希望字体更大一些
R2026060311501515497300265,elder_digital_2026,2026-06-02 06:24:09,2026-06-02 06:32:15,486.5,1,above_80,female,institution,junior,yes,1_3,misclick,yes,rarely,yes,2,yes,1,ask_friends,bigger_font|human_help|anti_scam,4,no,resist,5,希望字体更大一些
R2026060311501515683200267,elder_digital_2026,2026-05-24 05:46:40,2026-05-24 05:51:24,283.6,0,70_79,female,institution,junior,no,,,,,,,,,ask_friends,voice_assist|bigger_font|human_help,2,yes,eager,4,操作能再简单点就好
R2026060311501515814200269,elder_digital_2026,2026-05-30 13:52:15,2026-05-30 14:01:23,548.7,1,60_69,female,institution,college,yes,3_5,font_small|none,no,never,no,,no,4,give_up,human_help|voice_assist|anti_scam,2,no,reluctant,2,希望有人能教教我们
R2026060311501515931300271,elder_digital_2026,2026-05-25 08:45:30,2026-05-25 08:51:21,350.6,1,below_60,female,alone,senior,no,,,,,,,,,ask_friends,simpler|bigger_font|human_help,3,no,resist,5,担心被骗
R2026060311501516047700273,elder_digital_2026,2026-06-01 11:50:49,2026-06-01 11:57:24,394.6,1,70_79,male,with_children,senior,yes,lt1,misclick,no,daily,no,,yes,3,ask_friends,human_help,4,no,willing,4,担心被骗
R2026060311501516167100275,elder_digital_2026,2026-06-02 14:05:00,2026-06-02 14:08:46,225.9,0,60_69,female,with_children,junior,yes,3_5,misclick|none,yes,never,yes,4,no,1,ask_children,simpler|bigger_font|voice_assist,4,no,resist,1,挺好的没什么意见
R2026060311501516286700277,elder_digital_2026,2026-05-28 15:18:37,2026-05-28 15:25:58,441.4,1,70_79,female,with_children,junior,yes,3_5,none|forget_steps|misclick,yes,often,yes,3,yes,5,self_explore,voice_assist|anti_scam,4,yes,willing,3,担心被骗
R2026060311501516423000279,elder_digital_2026,2026-05-20 14:44:48,2026-05-20 14:51:33,405.5,0,above_80,female,with_children,senior,no,,,,,,,,,give_up,voice_assist|human_help|bigger_font,4,no,reluctant,1,希望字体更大一些
R2026060311501516550100281,elder_digital_2026,2026-05-20 20:07:23,2026-05-20 20:11:45,261.7,1,below_60,female,alone,primary,no,,,,,,,,,ask_children,bigger_font|voice_assist,5,no,reluctant,0,语音功能很需要
R2026060311501516677100283,elder_digital_2026,2026-05-21 03:36:42,2026-05-21 03:44:41,479.3,1,above_80,female,institution,senior,yes,gt5,misclick|forget_steps,yes,daily,yes,5,yes,4,ask_friends,voice_assist,3,no,resist,3,语音功能很需要
R2026060311501516801300285,elder_digital_2026,2026-05-26 07:44:31,2026-05-26 07:47:48,197.1,1,below_60,male,alone,junior,no,,,,,,,,,ask_friends,human_help|anti_scam,4,no,reluctant,4,语音功能很需要
R2026060311501516928900287,elder_digital_2026,2026-05-25 13:14:05,2026-05-25 13:23:49,584.1,1,70_79,male,with_children,college,no,,,,,,,,,give_up,human_help,5,yes,willing,0,担心被骗
R2026060311501517054500289,elder_digital_2026,2026-05-23 08:30:06,2026-05-23 08:36:33,387.1,1,above_80,female,alone,senior,no,,,,,,,,,give_up,bigger_font|anti_scam|voice_assist,3,no,reluctant,3,挺好的没什么意见
R2026060311501517257600291,elder_digital_2026,2026-05-25 07:33:09,2026-05-25 07:37:37,268.0,1,60_69,female,institution,junior,yes,lt1,forget_steps|too_complex|misclick,no,rarely,no,,no,4,self_explore,anti_scam,3,yes,willing,0,挺好的没什么意见
R2026060311501517415700293,elder_digital_2026,2026-05-24 19:30:45,2026-05-24 19:36:15,330.5,1,70_79,female,institution,senior,no,,,,,,,,,give_up,voice_assist,3,no,resist,3,操作能再简单点就好
R2026060311501517550400295,elder_digital_2026,2026-06-02 11:36:17,2026-06-02 11:42:38,380.9,1,60_69,male,with_spouse,junior,yes,3_5,too_complex|font_small,no,never,yes,1,no,3,ask_children,voice_assist|human_help|anti_scam,3,yes,reluctant,3,挺好的没什么意见
R2026060311501517696600297,elder_digital_2026,2026-05-26 18:04:33,2026-05-26 18:11:55,442.0,1,70_79,male,with_children,college,yes,lt1,too_complex|misclick,yes,never,yes,3,yes,5,ask_friends,human_help|simpler,4,yes,eager,5,希望有人能教教我们
R2026060311501517834500299,elder_digital_2026,2026-05-21 18:23:49,2026-05-21 18:28:57,308.1,1,70_79,female,with_spouse,senior,yes,gt5,font_small|forget_steps,no,daily,yes,4,no,5,give_up,anti_scam,4,yes,reluctant,4,挺好的没什么意见
R2026060311501517979900301,elder_digital_2026,2026-05-21 16:57:39,2026-05-21 16:59:52,133.5,1,60_69,male,alone,college,yes,1_3,forget_steps,yes,rarely,yes,4,no,4,ask_children,simpler|human_help|voice_assist,5,no,reluctant,2,操作能再简单点就好
R2026060311501518118400303,elder_digital_2026,2026-05-22 18:05:29,2026-05-22 18:09:59,269.7,1,60_69,male,with_children,junior,no,,,,,,,,,ask_friends,anti_scam,2,no,willing,2,
R2026060311501518251100305,elder_digital_2026,2026-05-23 19:22:11,2026-05-23 19:25:02,170.3,1,below_60,female,institution,senior,yes,3_5,none|forget_steps|font_small,no,daily,yes,2,yes,4,give_up,human_help|bigger_font,3,yes,reluctant,0,希望字体更大一些
R2026060311501518379400307,elder_digital_2026,2026-05-22 23:45:08,2026-05-22 23:48:52,224.4,1,70_79,female,with_spouse,college,no,,,,,,,,,self_explore,simpler|voice_assist|anti_scam,3,yes,willing,5,语音功能很需要
R2026060311501518502700309,elder_digital_2026,2026-05-23 03:58:55,2026-05-23 04:01:09,134.5,1,below_60,female,institution,junior,yes,gt5,too_complex,yes,never,no,,yes,2,self_explore,voice_assist,3,yes,willing,4,语音功能很需要
R2026060311501518626900311,elder_digital_2026,2026-05-21 16:35:22,2026-05-21 16:38:48,206.2,1,below_60,male,with_children,college,no,,,,,,,,,self_explore,anti_scam,3,no,eager,4,
R2026060311501518752900313,elder_digital_2026,2026-05-20 04:30:44,2026-05-20 04:37:30,405.5,1,60_69,male,institution,senior,yes,gt5,misclick|fear_scam,yes,never,yes,5,yes,5,ask_children,voice_assist|bigger_font,1,yes,eager,2,担心被骗
R2026060311501518968500315,elder_digital_2026,2026-05-28 15:04:18,2026-05-28 15:10:34,375.8,1,60_69,male,with_children,junior,yes,lt1,misclick,no,never,yes,5,no,5,self_explore,voice_assist,5,no,willing,2,希望有人能教教我们
R2026060311501519117100317,elder_digital_2026,2026-05-28 05:08:08,2026-05-28 05:13:47,339.2,1,below_60,female,with_children,senior,yes,gt5,misclick|none|font_small,no,daily,no,,yes,3,give_up,voice_assist|human_help,3,no,willing,5,操作能再简单点就好
R2026060311501519246400319,elder_digital_2026,2026-05-21 16:46:32,2026-05-21 16:52:08,336.1,1,above_80,female,institution,junior,no,,,,,,,,,self_explore,bigger_font|voice_assist,4,yes,willing,1,希望有人能教教我们
R2026060311501519372700321,elder_digital_2026,2026-05-24 01:05:56,2026-05-24 01:14:51,535.2,1,above_80,female,institution,senior,yes,lt1,none,yes,often,no,,no,5,give_up,simpler|voice_assist,4,no,reluctant,4,挺好的没什么意见
R2026060311501519503500323,elder_digital_2026,2026-05-28 13:51:21,2026-05-28 13:59:56,514.8,1,60_69,female,with_spouse,college,no,,,,,,,,,ask_friends,anti_scam|human_help|simpler,3,yes,willing,0,希望有人能教教我们
R2026060311501519632800325,elder_digital_2026,2026-05-24 09:21:24,2026-05-24 09:24:41,197.1,0,60_69,female,with_children,primary,yes,3_5,none,no,often,yes,5,no,3,self_explore,human_help,3,no,willing,4,
R2026060311501519984200327,elder_digital_2026,2026-05-23 01:16:01,2026-05-23 01:21:14,313.0,1,60_69,female,with_spouse,junior,no,,,,,,,,,ask_friends,bigger_font,2,no,resist,1,希望字体更大一些
R2026060311501520143700329,elder_digital_2026,2026-05-22 05:42:41,2026-05-22 05:47:42,300.9,1,60_69,female,institution,primary,yes,gt5,font_small|forget_steps|fear_scam,yes,rarely,yes,4,yes,4,self_explore,anti_scam,1,no,reluctant,5,挺好的没什么意见
R2026060311501520285500331,elder_digital_2026,2026-05-22 07:00:14,2026-05-22 07:08:27,493.4,1,70_79,male,with_children,junior,yes,lt1,none|misclick|font_small,no,never,no,,yes,2,ask_friends,voice_assist|human_help|bigger_font,4,no,willing,4,希望字体更大一些
R2026060311501520463900333,elder_digital_2026,2026-05-26 02:48:06,2026-05-26 02:52:38,272.1,1,70_79,female,institution,college,yes,gt5,misclick|too_complex|none,no,often,no,,no,2,self_explore,voice_assist|human_help|simpler,2,no,reluctant,5,语音功能很需要
R2026060311501520650900335,elder_digital_2026,2026-05-31 09:49:11,2026-05-31 09:53:35,264.2,1,below_60,female,with_children,primary,no,,,,,,,,,give_up,bigger_font|voice_assist,5,no,resist,0,
R2026060311501520802200337,elder_digital_2026,2026-05-30 17:51:25,2026-05-30 17:56:39,313.8,0,below_60,male,alone,junior,no,,,,,,,,,ask_children,bigger_font|anti_scam|simpler,2,yes,resist,3,挺好的没什么意见
R2026060311501520939800339,elder_digital_2026,2026-05-20 21:15:54,2026-05-20 21:21:16,321.5,1,70_79,male,with_children,primary,no,,,,,,,,,give_up,voice_assist|anti_scam,4,yes,willing,3,语音功能很需要
R2026060311501521077300341,elder_digital_2026,2026-05-31 21:55:44,2026-05-31 22:03:01,436.4,1,above_80,male,alone,primary,yes,1_3,font_small|forget_steps|too_complex,yes,rarely,no,,no,4,ask_friends,human_help|voice_assist|anti_scam,2,no,reluctant,1,希望字体更大一些
R2026060311501521216800343,elder_digital_2026,2026-05-27 20:03:12,2026-05-27 20:09:40,388.4,1,60_69,male,with_children,primary,yes,lt1,none|forget_steps,yes,daily,yes,3,yes,3,self_explore,bigger_font|voice_assist|human_help,4,yes,resist,5,希望字体更大一些
R2026060311501521350900345,elder_digital_2026,2026-05-22 20:10:10,2026-05-22 20:18:58,528.4,1,70_79,male,with_spouse,primary,no,,,,,,,,,ask_children,voice_assist,2,no,eager,2,担心被骗
R2026060311501521485800347,elder_digital_2026,2026-05-30 01:33:23,2026-05-30 01:40:22,419.5,1,70_79,male,institution,junior,yes,gt5,fear_scam|none|too_complex,yes,often,yes,4,yes,2,ask_friends,simpler|voice_assist|human_help,1,yes,eager,3,语音功能很需要
R2026060311501521622500349,elder_digital_2026,2026-05-29 23:10:17,2026-05-29 23:17:12,415.2,1,60_69,male,institution,college,no,,,,,,,,,ask_children,bigger_font|voice_assist|human_help,4,no,reluctant,0,语音功能很需要
R2026060311501521763100351,elder_digital_2026,2026-05-30 20:26:59,2026-05-30 20:31:12,253.0,0,above_80,female,institution,senior,no,,,,,,,,,ask_children,anti_scam|bigger_font,5,yes,willing,0,希望字体更大一些
R2026060311501521899400353,elder_digital_2026,2026-05-30 16:05:47,2026-05-30 16:08:27,159.4,1,below_60,male,alone,junior,yes,gt5,misclick|none,yes,never,yes,4,yes,5,ask_friends,simpler|anti_scam,4,yes,willing,2,希望有人能教教我们
R2026060311501522058200355,elder_digital_2026,2026-05-31 03:00:01,2026-05-31 03:04:29,267.9,1,60_69,male,alone,senior,yes,gt5,misclick|forget_steps|font_small,yes,often,yes,5,no,3,ask_children,simpler,5,no,resist,0,语音功能很需要
R2026060311501522252700357,elder_digital_2026,2026-06-02 23:15:02,2026-06-02 23:18:00,177.8,1,60_69,male,institution,primary,yes,1_3,misclick,no,never,yes,3,no,5,self_explore,simpler|voice_assist,4,yes,eager,5,
R2026060311501522416500359,elder_digital_2026,2026-05-30 13:03:59,2026-05-30 13:12:18,498.4,1,70_79,male,with_spouse,senior,no,,,,,,,,,ask_friends,simpler|human_help,5,no,resist,2,担心被骗
R2026060311501522572200361,elder_digital_2026,2026-06-02 17:32:57,2026-06-02 17:39:31,394.4,1,60_69,female,alone,junior,yes,3_5,font_small,yes,never,yes,5,yes,5,ask_friends,voice_assist|bigger_font|human_help,3,yes,resist,0,挺好的没什么意见
R2026060311501522714100363,elder_digital_2026,2026-05-26 20:31:18,2026-05-26 20:35:40,261.3,1,70_79,female,with_children,junior,yes,gt5,none,yes,daily,no,,no,3,self_explore,bigger_font|anti_scam,3,yes,reluctant,0,挺好的没什么意见
R2026060311501522858200365,elder_digital_2026,2026-05-26 09:38:32,2026-05-26 09:44:30,357.8,1,below_60,female,institution,primary,no,,,,,,,,,give_up,simpler|anti_scam|human_help,4,yes,eager,1,希望有人能教教我们
R2026060311501523002000367,elder_digital_2026,2026-05-31 15:06:01,2026-05-31 15:09:47,226.6,1,above_80,male,with_spouse,junior,yes,gt5,fear_scam|none,no,rarely,no,,no,3,give_up,anti_scam|bigger_font|voice_assist,4,no,willing,0,挺好的没什么意见
R2026060311501523150300369,elder_digital_2026,2026-05-24 04:34:09,2026-05-24 04:39:50,340.4,1,above_80,female,with_children,college,yes,gt5,none|forget_steps|too_complex,no,often,yes,4,no,5,ask_children,anti_scam|human_help,3,no,resist,2,操作能再简单点就好
R2026060311501523303900371,elder_digital_2026,2026-05-22 09:50:27,2026-05-22 09:58:00,453.4,1,below_60,female,institution,college,no,,,,,,,,,give_up,human_help,4,yes,reluctant,4,担心被骗
R2026060311501523447900373,elder_digital_2026,2026-05-30 10:40:29,2026-05-30 10:44:27,238.3,1,70_79,female,alone,primary,yes,3_5,misclick|forget_steps|font_small,no,daily,yes,5,yes,4,ask_friends,simpler,5,no,willing,5,语音功能很需要
R2026060311501523597600375,elder_digital_2026,2026-05-24 21:32:03,2026-05-24 21:37:41,337.6,1,70_79,female,institution,senior,yes,lt1,too_complex|none,no,daily,yes,3,no,5,self_explore,anti_scam,2,yes,reluctant,3,希望有人能教教我们
R2026060311501523740700377,elder_digital_2026,2026-05-30 21:45:10,2026-05-30 21:52:25,434.9,1,below_60,female,with_spouse,junior,no,,,,,,,,,ask_friends,bigger_font|voice_assist|simpler,5,no,eager,2,操作能再简单点就好
R2026060311501523943600379,elder_digital_2026,2026-05-30 14:44:44,2026-05-30 14:54:16,572.9,1,below_60,male,institution,junior,yes,lt1,none,no,rarely,yes,2,no,4,self_explore,voice_assist,4,no,willing,5,担心被骗
R2026060311501524108700381,elder_digital_2026,2026-05-28 00:15:39,2026-05-28 00:21:44,364.4,0,above_80,female,institution,senior,yes,gt5,too_complex,yes,daily,yes,4,no,4,ask_friends,voice_assist|bigger_font|simpler,1,no,willing,2,语音功能很需要
R2026060311501524261500383,elder_digital_2026,2026-06-02 03:31:01,2026-06-02 03:40:53,592.9,0,above_80,male,alone,senior,yes,1_3,font_small|misclick,no,never,yes,3,no,3,ask_children,human_help|bigger_font,5,yes,reluctant,2,挺好的没什么意见
R2026060311501524412000385,elder_digital_2026,2026-05-31 07:28:44,2026-05-31 07:31:08,143.4,1,below_60,female,alone,primary,yes,gt5,font_small|misclick,no,never,yes,4,yes,5,ask_children,bigger_font|voice_assist,5,no,resist,2,担心被骗
R2026060311501524560900387,elder_digital_2026,2026-05-31 20:58:38,2026-05-31 21:06:24,465.9,1,70_79,female,alone,senior,no,,,,,,,,,give_up,simpler|bigger_font|anti_scam,3,yes,reluctant,3,担心被骗
R2026060311501524709600389,elder_digital_2026,2026-06-01 07:18:43,2026-06-01 07:22:10,207.4,1,above_80,female,with_spouse,junior,yes,gt5,forget_steps,yes,never,yes,4,no,3,ask_children,bigger_font|voice_assist,3,no,resist,2,担心被骗
R2026060311501524860600391,elder_digital_2026,2026-05-29 03:26:51,2026-05-29 03:34:26,454.2,1,below_60,male,alone,primary,yes,1_3,forget_steps,yes,never,no,,no,3,self_explore,anti_scam|human_help|voice_assist,4,no,willing,0,希望有人能教教我们
R2026060311501525017500393,elder_digital_2026,2026-06-01 00:49:42,2026-06-01 00:57:35,473.8,1,60_69,female,with_spouse,college,no,,,,,,,,,ask_friends,simpler,5,yes,eager,1,语音功能很需要
R2026060311501525169400395,elder_digital_2026,2026-05-21 23:07:43,2026-05-21 23:09:47,124.1,1,above_80,female,with_children,college,no,,,,,,,,,give_up,human_help|anti_scam|voice_assist,3,yes,reluctant,3,语音功能很需要
R2026060311501525329900397,elder_digital_2026,2026-05-31 04:55:59,2026-05-31 04:58:47,168.2,1,70_79,male,with_spouse,junior,no,,,,,,,,,self_explore,bigger_font|voice_assist,5,yes,eager,2,
R2026060311501525548400399,elder_digital_2026,2026-05-30 15:28:15,2026-05-30 15:32:23,247.3,1,below_60,male,with_spouse,junior,yes,gt5,fear_scam|misclick|font_small,yes,daily,yes,4,no,4,ask_children,anti_scam|bigger_font,5,yes,resist,1,操作能再简单点就好
R2026060312003381214600002,elder_digital_2026,2026-05-28 20:54:08,2026-05-28 21:02:39,510.7,1,70_79,male,institution,primary,no,,,,,,,,,ask_children,voice_assist,2,yes,willing,4,挺好的没什么意见
R2026060312003381868300004,elder_digital_2026,2026-05-24 23:55:23,2026-05-25 00:03:40,497.4,1,below_60,female,with_spouse,senior,no,,,,,,,,,give_up,anti_scam|simpler,4,yes,reluctant,3,
R2026060312003382497100006,elder_digital_2026,2026-05-29 17:10:07,2026-05-29 17:14:26,258.8,1,60_69,female,with_children,primary,yes,3_5,too_complex,no,never,yes,4,yes,4,ask_friends,human_help|anti_scam,2,no,reluctant,4,
R2026060312003383160400008,elder_digital_2026,2026-05-23 16:43:03,2026-05-23 16:52:09,545.8,1,below_60,male,with_children,senior,no,,,,,,,,,give_up,human_help|voice_assist,3,no,reluctant,4,希望有人能教教我们
R2026060312003383613100010,elder_digital_2026,2026-05-20 22:40:53,2026-05-20 22:45:39,286.1,1,below_60,male,with_spouse,senior,no,,,,,,,,,self_explore,bigger_font,4,yes,resist,1,
R2026060312003384011900012,elder_digital_2026,2026-05-21 23:49:04,2026-05-21 23:57:09,485.4,1,60_69,male,with_children,primary,no,,,,,,,,,self_explore,bigger_font|voice_assist|anti_scam,2,no,willing,4,操作能再简单点就好
R2026060312003384365000014,elder_digital_2026,2026-05-24 05:03:57,2026-05-24 05:10:36,399.5,1,70_79,female,institution,junior,yes,gt5,forget_steps|misclick|too_complex,yes,daily,yes,5,no,4,ask_friends,bigger_font|voice_assist|human_help,5,no,eager,4,担心被骗
R2026060312003384683400016,elder_digital_2026,2026-05-25 04:05:57,2026-05-25 04:15:05,548.7,1,70_79,female,institution,junior,yes,lt1,too_complex|misclick,no,rarely,yes,4,yes,5,self_explore,voice_assist|simpler,3,no,eager,1,
R2026060312003384960200018,elder_digital_2026,2026-05-22 12:35:38,2026-05-22 12:45:08,570.1,1,70_79,male,alone,junior,yes,lt1,forget_steps,no,often,yes,3,yes,5,self_explore,human_help|voice_assist|anti_scam,3,yes,eager,5,希望字体更大一些
R2026060312003385213100020,elder_digital_2026,2026-05-21 11:22:06,2026-05-21 11:24:09,122.9,1,below_60,male,alone,senior,no,,,,,,,,,self_explore,anti_scam,4,no,willing,4,挺好的没什么意见
R2026060312003385471000022,elder_digital_2026,2026-05-23 04:16:44,2026-05-23 04:18:55,130.8,1,60_69,female,with_spouse,primary,yes,lt1,misclick,yes,never,yes,3,yes,5,ask_friends,simpler|bigger_font|voice_assist,3,yes,reluctant,2,语音功能很需要
R2026060312003385698500024,elder_digital_2026,2026-05-28 02:07:36,2026-05-28 02:10:11,155.2,1,above_80,male,alone,junior,yes,3_5,none|font_small,no,rarely,yes,4,yes,5,give_up,bigger_font|anti_scam|human_help,3,yes,resist,4,挺好的没什么意见
R2026060312003385941800026,elder_digital_2026,2026-05-28 23:09:02,2026-05-28 23:17:34,512.5,1,below_60,male,institution,primary,yes,gt5,misclick|none|forget_steps,no,rarely,yes,5,yes,4,ask_children,simpler|human_help,5,yes,willing,2,语音功能很需要
R2026060312003386170600028,elder_digital_2026,2026-06-01 22:56:07,2026-06-01 22:58:29,141.2,0,70_79,female,alone,senior,no,,,,,,,,,ask_children,bigger_font,4,yes,eager,2,希望字体更大一些
R2026060312003386376800030,elder_digital_2026,2026-05-29 16:24:43,2026-05-29 16:32:36,473.7,1,below_60,male,alone,senior,yes,gt5,fear_scam|none|font_small,yes,often,yes,4,no,4,self_explore,bigger_font|voice_assist,5,yes,resist,1,希望字体更大一些
R2026060312003386580100032,elder_digital_2026,2026-05-31 23:37:39,2026-05-31 23:41:25,226.5,1,60_69,female,with_spouse,college,no,,,,,,,,,give_up,bigger_font|simpler,4,yes,willing,4,希望字体更大一些
R2026060312003386773600034,elder_digital_2026,2026-05-26 16:38:03,2026-05-26 16:45:35,452.0,1,60_69,male,with_children,primary,no,,,,,,,,,give_up,anti_scam|simpler,4,yes,reluctant,5,
R2026060312003386964100036,elder_digital_2026,2026-05-27 13:27:48,2026-05-27 13:36:34,526.2,1,70_79,female,alone,college,yes,3_5,font_small|none,yes,never,no,,yes,3,ask_friends,bigger_font|simpler|voice_assist,4,yes,reluctant,2,挺好的没什么意见
R2026060312003387160200038,elder_digital_2026,2026-05-25 19:07:46,2026-05-25 19:13:21,335.0,1,below_60,male,with_children,college,yes,gt5,forget_steps|font_small,no,rarely,yes,3,no,2,ask_friends,anti_scam,2,no,resist,2,担心被骗
R2026060312003387354300040,elder_digital_2026,2026-05-31 08:15:22,2026-05-31 08:17:26,123.6,1,above_80,male,with_children,senior,yes,lt1,too_complex,yes,rarely,yes,4,no,5,self_explore,anti_scam,2,no,willing,5,希望有人能教教我们
R2026060312003387542100042,elder_digital_2026,2026-05-22 18:18:19,2026-05-22 18:23:12,292.4,1,60_69,female,with_children,primary,yes,lt1,forget_steps,yes,never,no,,yes,2,ask_friends,simpler,3,no,resist,5,
R2026060312003387725800044,elder_digital_2026,2026-05-28 16:33:19,2026-05-28 16:37:17,237.5,1,above_80,female,alone,senior,no,,,,,,,,,self_explore,human_help|voice_assist,5,no,reluctant,2,担心被骗
R2026060312003387911100046,elder_digital_2026,2026-05-26 11:47:38,2026-05-26 11:56:53,555.1,1,below_60,female,with_spouse,primary,no,,,,,,,,,ask_children,anti_scam|simpler,4,yes,willing,1,挺好的没什么意见
R2026060312003388094800048,elder_digital_2026,2026-05-22 08:58:46,2026-05-22 09:01:12,145.3,1,60_69,male,with_children,primary,yes,gt5,fear_scam,yes,daily,no,,yes,1,give_up,voice_assist|human_help|bigger_font,2,yes,reluctant,0,希望字体更大一些
R2026060312003388272100050,elder_digital_2026,2026-05-27 09:04:41,2026-05-27 09:11:18,396.2,1,above_80,male,with_children,junior,no,,,,,,,,,self_explore,anti_scam|bigger_font,2,no,reluctant,1,语音功能很需要
R2026060312003388448700052,elder_digital_2026,2026-06-01 05:04:09,2026-06-01 05:11:03,414.5,1,below_60,female,institution,junior,yes,gt5,forget_steps,yes,often,yes,1,yes,2,ask_friends,anti_scam,5,no,resist,4,希望字体更大一些
R2026060312003388625200054,elder_digital_2026,2026-05-20 12:40:50,2026-05-20 12:50:34,584.2,1,70_79,male,with_spouse,college,yes,gt5,too_complex|none,no,often,yes,2,yes,2,ask_friends,bigger_font,4,no,reluctant,5,操作能再简单点就好
R2026060312003388799700056,elder_digital_2026,2026-05-24 14:21:51,2026-05-24 14:23:53,122.6,1,70_79,female,with_children,junior,yes,1_3,forget_steps|font_small,no,rarely,yes,5,yes,5,ask_friends,human_help|simpler|bigger_font,2,yes,reluctant,4,操作能再简单点就好
R2026060312003388976000058,elder_digital_2026,2026-05-25 03:03:30,2026-05-25 03:09:59,388.2,1,above_80,female,institution,senior,yes,gt5,fear_scam,yes,daily,no,,no,4,ask_friends,simpler|human_help|anti_scam,3,yes,willing,2,操作能再简单点就好
R2026060312003389154800060,elder_digital_2026,2026-05-24 12:44:48,2026-05-24 12:53:10,501.3,1,above_80,female,institution,primary,no,,,,,,,,,give_up,bigger_font|human_help,5,no,resist,5,希望有人能教教我们
R2026060312003389334500062,elder_digital_2026,2026-05-29 05:29:18,2026-05-29 05:34:32,314.3,1,below_60,female,with_spouse,primary,no,,,,,,,,,give_up,simpler,5,no,reluctant,1,希望字体更大一些
R2026060312003389508900064,elder_digital_2026,2026-05-26 16:28:51,2026-05-26 16:36:51,479.9,1,below_60,female,institution,senior,no,,,,,,,,,self_explore,voice_assist|simpler|anti_scam,4,no,resist,4,希望字体更大一些
