2026-06-03 11:09:17 | INFO    | self-check | ===== 开始自检 =====
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003383160400008（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003383613100010（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003384011900012（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003384365000014（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003384683400016（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003384960200018（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003385213100020（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003385471000022（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003385698500024（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003385941800026（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003386170600028（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003386376800030（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003386580100032（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003386773600034（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003386964100036（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003387160200038（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003387354300040（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003387542100042（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003387725800044（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003387911100046（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003388094800048（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003388272100050（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003388448700052（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003388625200054（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003388799700056（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003388976000058（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003389154800060（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003389334500062（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003389508900064（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003389680800066（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003389851800068（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003390018200070（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003390185000072（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003390352100074（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003390519700076（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003390689200078（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003390858800080（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003391025800082（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003391195100084（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003391365000086（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003391525600088（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003391681900090（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003391837300092（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003392002600094（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003392161700096（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003392320100098（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003392502100100（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003392678400102（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003392853000104（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003393024800106（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003393196500108（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003393363800110（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003393535600112（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003393713300114（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003393896600116（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003394076200118（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003394253200120（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003394430200122（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003394611300124（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003394783300126（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003394952900128（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003395124300130（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003395297100132（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003395473700134（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003395651800136（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003395830600138（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003396007500140（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003396188300142（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003396369400144（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003396554900146（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003396735800148（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003396918800150（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003397104900152（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003397287800154（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003397471000156（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003397658400158（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003397844100160（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003398033800162（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003398223500164（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003398410100166（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003398602100168（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003398796700170（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003398980600172（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003399160700174（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003399344400176（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003399529800178（db=True csv=True）
2026-06-03 12:00:33 | INFO    | data_manager | 已保存答卷 R2026060312003399715000180（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003399898800182（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003400086300184（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003400274200186（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003400465300188（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003400657700190（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003400849700192（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003401044800194（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003401243400196（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003401445400198（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003401645500200（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003401845600202（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003402049700204（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003402253600206（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003402459700208（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003402674000210（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003402901900212（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003403137200214（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003403363300216（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003403601900218（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003403852800220（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003404093500222（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003404366000224（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003404613000226（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003404849800228（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003405074000230（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003405305500232（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003405535500234（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003405771300236（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003406036500238（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003406273800240（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003406513900242（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003406751200244（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003406992900246（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003407230500248（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003407470400250（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003407936300252（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003408205300254（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003408461600256（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003408707600258（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003408949500260（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003409184800262（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003409427700264（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003409664800266（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003409914000268（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003410205200270（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003410467900272（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003410728900274（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003410982400276（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003411228200278（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003411488600280（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003411746400282（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003411996300284（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003412249000286（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003412515100288（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003412784300290（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003413038500292（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003413293700294（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003413535800296（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003413770900298（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003414006300300（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003414243800302（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003414480800304（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003414710500306（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003414940100308（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003415170100310（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003415397400312（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003415625400314（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003415856400316（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003416088600318（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003416323600320（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003416557500322（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003416787100324（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003417020400326（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003417259000328（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003417501400330（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003417734500332（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003417972500334（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003418209900336（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003418447100338（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003418689500340（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003418950900342（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003419196000344（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003419440600346（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003419688800348（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003419936900350（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003420168200352（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003420406900354（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003420649200356（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003420889900358（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003421143000360（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003421381200362（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003421626900364（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003421870700366（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003422119500368（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003422366400370（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003422611900372（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003422863500374（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003423117300376（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003423358400378（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003423616700380（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003423885000382（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003424153600384（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003424428900386（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003424707500388（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003424978900390（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003425254700392（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003425533500394（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003425814500396（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003426099200398（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已保存答卷 R2026060312003426377400400（db=True csv=True）
2026-06-03 12:00:34 | INFO    | data_manager | 已生成模拟答卷 200/200 份
2026-06-03 12:09:43 | INFO    | self-check | ===== 开始自检 =====
2026-06-03 12:09:43 | INFO    | self-check | Python 版本：3.13.9 ✓
2026-06-03 12:09:43 | INFO    | self-check | 配置加载：ElderAI Survey Platform ✓
2026-06-03 12:09:43 | INFO    | self-check | 目录就绪：exports ✓
2026-06-03 12:09:43 | INFO    | self-check | 目录就绪：backup ✓
2026-06-03 12:09:43 | INFO    | self-check | 目录就绪：logs ✓
2026-06-03 12:09:43 | INFO    | self-check | 问卷加载：《老年人智能技术使用情况调查问卷》共 20 题 ✓
2026-06-03 12:09:43 | INFO    | self-check | tkinter 可用 ✓
2026-06-03 12:09:44 | INFO    | numexpr.utils | NumExpr defaulting to 10 threads.
2026-06-03 12:09:44 | INFO    | self-check | 可选依赖 pandas     可用 ✓（数据分析）
2026-06-03 12:09:44 | INFO    | self-check | 可选依赖 numpy      可用 ✓（数值计算）
2026-06-03 12:09:44 | INFO    | self-check | 可选依赖 matplotlib 可用 ✓（图表）
2026-06-03 12:09:44 | INFO    | self-check | 可选依赖 openpyxl   可用 ✓（Excel导出）
2026-06-03 12:09:44 | INFO    | self-check | 可选依赖 reportlab  可用 ✓（PDF导出）
2026-06-03 12:09:44 | INFO    | self-check | 可选依赖 docx       可用 ✓（Word导出）
2026-06-03 12:09:44 | WARNING | self-check | 可选依赖 pyttsx3    缺失（离线语音 将降级或不可用）
2026-06-03 12:09:44 | INFO    | self-check | 可选依赖 requests   可用 ✓（联网AI）
2026-06-03 12:09:44 | INFO    | self-check | ===== 自检结束：全部通过 =====
2026-06-03 12:10:14 | INFO    | launcher | 已在浏览器打开问卷设计器：/Users/karcenzheng/Downloads/elder_ai_survey/builder/survey_builder.html
2026-06-03 12:10:16 | INFO    | questionnaire_engine | 已加载问卷：老年人智能技术使用情况调查问卷（20 题）
2026-06-03 12:10:16 | WARNING | speech_engine | pyttsx3 不可用，语音播报降级为静默：No module named 'pyttsx3'
2026-06-03 12:10:16 | INFO    | speech_engine | vosk/SpeechRecognition 不可用，语音识别关闭：No module named 'vosk'
2026-06-03 12:10:16 | INFO    | speech_engine | 语音引擎初始化：TTS=降级(静默) ASR=不可用
2026-06-03 12:10:23 | INFO    | questionnaire_engine | 已加载问卷：老年人智能技术使用情况调查问卷（20 题）
2026-06-03 12:10:23 | WARNING | speech_engine | pyttsx3 不可用，语音播报降级为静默：No module named 'pyttsx3'
2026-06-03 12:10:23 | INFO    | speech_engine | vosk/SpeechRecognition 不可用，语音识别关闭：No module named 'vosk'
2026-06-03 12:10:23 | INFO    | speech_engine | 语音引擎初始化：TTS=降级(静默) ASR=不可用
